Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
SRR23610875_GSM7062173_P_4T_17_Homo_sapiens_RNA-Seq	(1, 0.06211492687406498)	(2, 0.0069938706683175325)	(3, 0.004436241588965166)	(4, 0.0068127995830536475)	(5, 0.00017352645671122246)	(6, 0.0)	(7, 7.544628552661846e-06)	(8, 0.0)	(9, 0.001863523252507476)	(10, 0.0)	(12, 0.00012071405684258954)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0024206856570739513)	(56, 0.0014647184005205731)	(58, 0.0)	(60, 4.45215062248857e-06)	(62, 0.0020456206828597936)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0009212414405345521)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
SRR23610883_GSM7062141_I_6M_1_Homo_sapiens_RNA-Seq	(1, 0.005968271186584386)	(2, 0.03712118948903319)	(3, 0.0024906436916267804)	(4, 1.9872157114043464e-05)	(5, 0.0)	(6, 0.00011260889031291296)	(7, 0.00017222536165504331)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.00035853435934358465)	(22, 9.396817606629213e-05)	(24, 0.0)	(26, 0.00015112115410401093)	(28, 0.00478229005711995)	(30, 0.0023231105655173163)	(32, 0.003728762191263401)	(34, 6.348252655800316e-05)	(36, 0.0)	(38, 0.0005693928156163177)	(40, 0.006095977693644759)	(42, 0.003356531548965086)	(44, 0.001564877316393)	(46, 0.0025768995710698226)	(48, 0.0019958250830060236)	(50, 0.0020264088367113607)	(52, 0.002021376879982933)	(54, 0.0026086983452911247)	(56, 0.004741736836354415)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.00037050017248841364)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 3.545607324292744e-05)	(78, 0.0010265061072163224)	(80, 0.00043497144654104257)	(82, 0.00013250620018595037)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0003631908263859282)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
SRR23610889_GSM7062135_I_4T_9_Homo_sapiens_RNA-Seq	(1, 0.006116511108685645)	(2, 0.03790901768998484)	(3, 0.0024032130959092306)	(4, 4.1722449581757474e-05)	(5, 0.0)	(6, 8.344489916351495e-05)	(7, 0.0001835787781597329)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 4.172244958175748e-06)	(20, 0.0003385686920765396)	(22, 0.00010539357078982617)	(24, 0.0)	(26, 0.00013323332524764638)	(28, 0.00516254837940157)	(30, 0.0022562039838377396)	(32, 0.003821207244991428)	(34, 2.1988312508275852e-05)	(36, 0.0)	(38, 0.0004633870330584765)	(40, 0.006579960406975945)	(42, 0.003513036879861165)	(44, 0.0015796804558270978)	(46, 0.0027076633120183915)	(48, 0.0020225911255724294)	(50, 0.0020423459342602487)	(52, 0.0020509313990344485)	(54, 0.002615349476317742)	(56, 0.0046981812928442385)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.00041205992487256633)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 6.765595250601338e-05)	(78, 0.0011196151964801323)	(80, 0.0003844580425299216)	(82, 0.00012720334606393347)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.00040085465295507355)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
SRR23610891_GSM7062133_I_4T_17_Homo_sapiens_RNA-Seq	(1, 0.06396429597665738)	(2, 0.0069009530564118115)	(3, 0.005025904186742496)	(4, 0.006697983848870288)	(5, 0.00013531280502768257)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0016430840610504314)	(10, 0.0)	(12, 0.00011114980412988212)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0024194585311694827)	(56, 0.0010978945614999972)	(58, 0.0)	(60, 0.0)	(62, 0.0021421971020668252)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0009643869237872891)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
SRR23610894_GSM7062130_I_3T_9_Homo_sapiens_RNA-Seq	(1, 0.06345637945738587)	(2, 0.007164166424321243)	(3, 0.004729820250492588)	(4, 0.006804732761071373)	(5, 0.0002695752474374014)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0017889993693573)	(10, 0.0)	(12, 0.00014704104405676436)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.002391688733070714)	(56, 0.0013095854057076114)	(58, 0.0)	(60, 0.0)	(62, 0.002042355692982036)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0009802022483972525)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
SRR23610896_GSM7062128_I_3T_17_Homo_sapiens_RNA-Seq	(1, 0.006079647002524055)	(2, 0.037499110004579304)	(3, 0.0021569862206757247)	(4, 3.81767472685969e-05)	(5, 0.0)	(6, 7.63534945371938e-05)	(7, 7.63534945371938e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.00039192952113047385)	(22, 0.00010111581786518123)	(24, 0.0)	(26, 0.00016642140719676647)	(28, 0.005152772563564942)	(30, 0.00227693070730625)	(32, 0.0037480275632134174)	(34, 2.994793252451288e-05)	(36, 0.0)	(38, 0.0005657903264908235)	(40, 0.006369018487412585)	(42, 0.003212053348203875)	(44, 0.001564053857728482)	(46, 0.0025944388830229227)	(48, 0.0019294377650069553)	(50, 0.0020095498512131427)	(52, 0.0020728888330826564)	(54, 0.0023997186673071773)	(56, 0.0043714072496666805)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.00036658888975945117)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 6.834870085523362e-05)	(78, 0.0011864463180779738)	(80, 0.00041896298714831035)	(82, 0.00012609625862016277)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.00040070264487617266)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
SRR23610899_GSM7062125_I_2T_9_Homo_sapiens_RNA-Seq	(1, 0.06274783854461236)	(2, 0.006861825090907473)	(3, 0.005456673195158502)	(4, 0.006854018691486646)	(5, 0.00028103037914979406)	(6, 0.0)	(7, 7.806399420827614e-06)	(8, 0.0)	(9, 0.0017798590679486959)	(10, 0.0)	(12, 0.00012880559044365562)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0023226943831911946)	(56, 0.0013713594325236306)	(58, 0.0)	(60, 1.5266850035106122e-05)	(62, 0.002106916133840031)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0008497189991322621)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
SRR23610901_GSM7062123_I_2T_17_Homo_sapiens_RNA-Seq	(1, 0.006525309276729968)	(2, 0.03845567533110972)	(3, 0.0025084592816557202)	(4, 6.630288850191331e-05)	(5, 0.0)	(6, 4.972716637643498e-05)	(7, 0.00018785818408875436)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0003985998736549123)	(22, 8.939921187331047e-05)	(24, 0.0)	(26, 0.0001739320408738015)	(28, 0.005072075048548954)	(30, 0.0023181430506421475)	(32, 0.003890044620467753)	(34, 4.0870764482394835e-05)	(36, 0.0)	(38, 0.0005297942838393299)	(40, 0.006358232178508339)	(42, 0.0034375529491613337)	(44, 0.0016466564427868307)	(46, 0.002799912039686384)	(48, 0.0020911674966350717)	(50, 0.002188301829606099)	(52, 0.002122016998536829)	(54, 0.002683341234282523)	(56, 0.004689230934184701)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0004307356305581233)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 6.89123890044365e-05)	(78, 0.001262010918185415)	(80, 0.0004930797754197417)	(82, 0.00013648756386957565)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0004548537213174929)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
SRR23610913_GSM7062111_C_8M_1_Homo_sapiens_RNA-Seq	(1, 0.06199752905154971)	(2, 0.006919700143840236)	(3, 0.005045226115657099)	(4, 0.007003631816743959)	(5, 0.00021449205297617983)	(6, 0.0)	(7, 9.325741433746948e-06)	(8, 0.0)	(9, 0.0017532393895444264)	(10, 0.0)	(12, 0.00012123463863871033)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.002563478406757809)	(56, 0.0013810492313545875)	(58, 0.0)	(60, 5.746490029523742e-06)	(62, 0.0021429905151591107)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0009102205019279482)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
SRR23610918_GSM7062106_C_7M_1_Homo_sapiens_RNA-Seq	(1, 0.06439500287300783)	(2, 0.00700026954308895)	(3, 0.0052618848501456315)	(4, 0.0067853079950368185)	(5, 0.00016823077673645004)	(6, 0.0)	(7, 9.346154263136112e-06)	(8, 0.0)	(9, 0.001654269304575092)	(10, 0.0)	(12, 0.00011215385115763336)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0024436949122217744)	(56, 0.0013565895623999069)	(58, 0.0)	(60, 1.1299783597844318e-05)	(62, 0.0021504236850761285)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0010585428061238434)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
SRR23610923_GSM7062101_C_6M_1_Homo_sapiens_RNA-Seq	(1, 0.06220971627520609)	(2, 0.0068173703104395765)	(3, 0.005207578743536347)	(4, 0.006468258886291888)	(5, 0.00022304340987213406)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0019007177536929686)	(10, 0.0)	(12, 0.00010667293515623802)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0024505249914105742)	(56, 0.001459148497712941)	(58, 0.0)	(60, 1.1717210514157641e-05)	(62, 0.00191201035559104)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0009200741092634008)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
